subject,predicate,object
3740210,wikidata/Education::,29110
6366388,wikidata/Education::,29156
6192523,wikidata/Education::,29359
6410581,wikidata/Education::,29143
3146453,wikidata/Education::,29175
29181,littlesis/Donation/Grant::7900 usd (Campaign Contribution),37970
4281218,wikidata/Education::,29148
1166532,wikidata/Education::,38397
5320307,wikidata/Education::,29110
3281872,wikidata/Education::,29223
1530319,wikidata/Doctor of Philosophy,38397
3122685,wikidata/Education::,5213208
212860,littlesis/Donation/Grant::2600 usd (Campaign Contribution),28454
4308248,wikidata/Education::,2147541
2329635,wikidata/Education::,29241
30923,wikidata/Education::,4211424
28669,littlesis/MBA,29148
3474535,wikidata/Education::,29155
13342,littlesis/JD in Computer Science,38404
5597856,wikidata/Education::,38425
4345257,wikidata/Education::,5213208
7584660,wikidata/Education::,29110
429363,littlesis/BA,29110
4692522,wikidata/Education::,5213208
5311979,wikidata/doctorate,3119713
1194058,wikidata/Education::,29148
3119710,wikidata/Education::,29143
190,littlesis/Director,3571
910477,wikidata/Education::,29155
6364085,wikidata/Education::,29110
6228041,wikidata/Education::,29156
5199796,wikidata/Education::,226145
256070,littlesis/Donation/Grant::67875 usd (Campaign Contribution),256070
820899,wikidata/Education::,29110
63126,wikidata/Education::,29110
2151497,wikidata/Education::,29175
902766,wikidata/Education::,29148
4231554,wikidata/Education::,29148
1121849,wikidata/Education::,29110
4204918,wikidata/Education::,3119713
2360324,wikidata/bachelor's degree,4211424
853984,wikidata/Education::,38475
3116699,wikidata/Education::,4184023
2234893,wikidata/Education::,29143
4114,littlesis/Donation/Grant::2000 usd (Campaign Contribution),21796
245621,littlesis/Donation/Grant::1000 usd (Campaign Contribution),418414
585511,wikidata/Education::,10158
406854,wikidata/Ownership::,4205574
4195186,wikidata/Education::,6175003
2180368,wikidata/Education::,38450
150428,littlesis/MBA,29155
5649743,wikidata/Education::,29136
7206501,wikidata/Education::,29110
4776,littlesis/Donation/Grant::500 usd (Campaign Contribution),28319
4307840,wikidata/Education::,261954
836914,wikidata/Education::,29110
105,wikidata/Ownership::,7202296
107,littlesis/Donation/Grant::25000 usd (Donation),262421
6332265,wikidata/(architecture),416561
4201138,wikidata/Hierarchy::has subsidiary,7630520
1695032,wikidata/master's degree,29110
3747921,wikidata/Bachelor of Science,29110
3426803,wikidata/Education::,29136
261925,wikidata/Ownership::,1273945
2292648,wikidata/Education::,7199570
4330361,wikidata/Education::,29110
4368335,wikidata/Education::,10158
992145,wikidata/Education::,2157382
28654,littlesis/MBA,38397
150102,littlesis/Donation/Grant::1000 usd (Campaign Contribution),156756
6260702,wikidata/Education::,29148
5455115,wikidata/Education::,29241
3366133,wikidata/Education::,7199570
13791,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28344
4283705,wikidata/Education::,416561
4185657,wikidata/Education::,29110
4614284,wikidata/Doctor of Philosophy (history),38397
3165257,wikidata/Education::,29241
788539,wikidata/Education::,29148
839608,wikidata/Hierarchy::has subsidiary,931006
1233051,wikidata/Education::,29156
5241347,wikidata/Education::,3121131
2210879,wikidata/Education::,29159
259275,wikidata/Juris Doctor (study of history),256075
3242960,wikidata/Education::,29148
363729,wikidata/Ownership:: (4% stake),550
2221623,wikidata/Education::,38425
834,littlesis/Service/Transaction::420000 usd (Lobbying Client),29404
5208025,wikidata/Education::,38450
3146071,wikidata/Education::,2157382
38074,littlesis/MBA,29159
1362723,wikidata/Education::,29148
4230571,wikidata/Education::,256097
6321484,wikidata/Education::,2147541
984367,wikidata/Education::,4392521
2321684,wikidata/Education::,261954
3321392,wikidata/Education::,29155
67882,wikidata/Education::,29110
3121538,wikidata/Education::,29155
3659836,wikidata/Education::,29148
3399529,wikidata/Education::,5184890
4300,littlesis/Donation/Grant::5700 usd (Campaign Contribution),38023
1015122,wikidata/Education::,29159
1858539,wikidata/postgraduate education (advertising),4195873
38093,littlesis/MBA,29155
5266636,wikidata/Education::,29136
4393341,wikidata/Education::,245622
32691,wikidata/Education::,1246679
7188772,wikidata/Education::,38397
397470,littlesis/Donation/Grant::9600 usd (Campaign Contribution),28480
6521125,wikidata/Education::,5218639
4414,littlesis/Donation/Grant::32500 usd (Campaign Contribution),150099
6483670,wikidata/Education::,29148
5332795,wikidata/Education::,416561
2180868,wikidata/Education::,38397
7595840,wikidata/Education::,255354
4758926,wikidata/Education::,38404
99129,littlesis/Donation/Grant::61 usd (Campaign Contribution),28533
368162,littlesis/Professor,29136
4321922,wikidata/Education::,29110
6410494,wikidata/Education::,38450
3171048,wikidata/Education::,29143
3298882,wikidata/Education::,38450
826354,wikidata/Education::,226145
6484552,wikidata/Education::,3686716
6208273,wikidata/Education::,29136
6397225,wikidata/Education::,38397
3365,wikidata/Education::,29155
261534,littlesis/Service/Transaction:: (Lobbying Client),28835
2157165,wikidata/Education::,7199570
256955,littlesis/Donation/Grant::15000 usd (Campaign Contribution),259275
4391860,wikidata/Education::,416561
6360712,wikidata/Education::,5213208
5385577,wikidata/Doctor of Philosophy,29241
6580494,wikidata/Education::,29159
3200821,wikidata/Education::,29110
6438554,wikidata/Education::,29148
38396,littlesis/Donation/Grant::250 usd (Campaign Contribution),28480
48108,littlesis/Donation/Grant::5400 usd (Campaign Contribution),49279
3126302,wikidata/Education::,21865
29056,littlesis/Donation/Grant::200 usd (Campaign Contribution),21796
954060,wikidata/Education::,29110
264006,littlesis/Donation/Grant::40800 usd (Campaign Contribution),28480
258754,wikidata/Education::,29156
4824404,wikidata/Education::,29148
28685,littlesis/Donation/Grant::500 usd (Campaign Contribution),37969
7357025,wikidata/Education::,38397
6344242,wikidata/Education::,29110
942958,wikidata/Education::,29143
38387,littlesis/Donation/Grant::19500 usd (Campaign Contribution),28477
398843,wikidata/Education::,29155
6316561,wikidata/Education::,255440
3143426,wikidata/Education::,29136
3195280,wikidata/Education::,416561
152034,littlesis/Donation/Grant::3000 usd (Campaign Contribution),21796
6214402,wikidata/Education::,38535
6319759,wikidata/Education::,38425
820434,wikidata/Education::,29110
2322983,wikidata/Education::,29159
5535748,wikidata/Education::,3119713
1094490,wikidata/Education::,29136
4201270,wikidata/Ownership:: (20% stake),821794
75106,wikidata/Education::,21865
2284085,wikidata/Education::,29110
5475364,wikidata/Education::,29136
7472906,wikidata/Education::,5211886
83185,wikidata/Education::,226145
429109,littlesis/Donation/Grant::500 usd (Campaign Contribution),28480
190,littlesis/Donation/Grant::5000 usd (Campaign Contribution),28344
2628869,wikidata/Doctor of Philosophy,29110
2334541,wikidata/Education::,35960
5276906,wikidata/Education::,29159
4300,littlesis/Donation/Grant::4000 usd (Campaign Contribution),38155
2188240,wikidata/Education::,416568
3235365,wikidata/Education::,2157382
122816,wikidata/Education::,29110
5203276,wikidata/Education::,38450
3673624,wikidata/Education::,2147541
1811389,wikidata/Education::,29110
6849855,wikidata/Education::,29155
535984,wikidata/Master of Arts,38397
4396662,wikidata/Education::,10158
4207087,wikidata/Education::,29110
3287800,wikidata/Education::,29110
304,littlesis/Lobbying::Direct Lobbying,29085
1024760,wikidata/Education::,38475
815531,wikidata/Education::,3119713
7418035,wikidata/professor,7199570
1027731,wikidata/Education::,255440
3211741,wikidata/Education::,38425
2310910,wikidata/Education::,255354
6350418,wikidata/Education::,4211424
4193568,wikidata/Education::,29148
4195580,wikidata/Education::,29110
28514,littlesis/LLB,29148
5402466,wikidata/Education::,29110
38214,littlesis/founder and chairman,115396
5383454,wikidata/Education::,29110
844,littlesis/Lobbying::Direct Lobbying,29085
4304833,wikidata/Education::,29156
2338183,wikidata/Education::,29175
5388916,wikidata/Education::,29156
7598296,wikidata/Education::,29110
915894,wikidata/Education::,7199570
5615656,wikidata/Education::,29148
2312312,wikidata/Education::,21865
7473107,wikidata/Education::,29110
1000715,wikidata/Education::,10158
3114701,wikidata/Education::,3119713
5321993,wikidata/Education::,29110
3263685,wikidata/Education::,38450
4041,littlesis/Donation/Grant::5567 usd (Campaign Contribution),156472
6716154,wikidata/Education::,38450
4384000,wikidata/Education::,29156
5465767,wikidata/Education::,38450
1790,littlesis/Donation/Grant::250 usd (Campaign Contribution),28344
412992,littlesis/Donation/Grant::250 usd (Campaign Contribution),38214
389209,"littlesis/Membership::""president's circle"" corporate member",255306
3316298,wikidata/Education::,6175003
822904,wikidata/Education::,10158
4343595,wikidata/Education::,255354
7202732,wikidata/Education::,3121131
5237662,wikidata/Education::,3119713
962034,wikidata/Education::,29110
15864,littlesis/Donation/Grant::115700 usd (Campaign Contribution),28480
151723,littlesis/Donation/Grant::600 usd (Campaign Contribution),150102
3318148,wikidata/Education::,29148
964570,wikidata/Education::,29148
1015885,wikidata/Education::,29148
274427,littlesis/High School Diploma,226145
3288802,wikidata/Education::,29143
4376119,wikidata/Education::,29136
3430295,wikidata/Education::,29155
3635,wikidata/Hierarchy::has subsidiary,136330
830071,wikidata/Education::,10158
4300,littlesis/Donation/Grant::2800 usd (Campaign Contribution),413003
2292876,wikidata/Education::,4184023
258801,littlesis/Donation/Grant::5600 usd (Campaign Contribution),28235
5359980,wikidata/Education::,226145
5191991,wikidata/Education::,29143
7307562,wikidata/Education::,5213208
71602,wikidata/Hierarchy::has subsidiary,7188938
1110014,wikidata/Education::,226145
3675185,wikidata/Hierarchy::has subsidiary,7608994
5473091,wikidata/Education::,38412
3136512,wikidata/Education::,29155
148001,littlesis/MBA,29155
368838,littlesis/BSBA,29148
5365670,wikidata/Education::,416561
7610090,wikidata/Education::,2157382
7197289,wikidata/(drama),38450
365557,littlesis/Donation/Grant::500 usd (Campaign Contribution),28480
416182,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28534
2342985,wikidata/Education::,38425
3257521,wikidata/Education::,255354
4551453,wikidata/Education::,29155
2147355,wikidata/Education::,29110
2296653,wikidata/Education::,29155
28465,littlesis/Donation/Grant::750 usd (Campaign Contribution),28480
5632054,wikidata/Education::,38397
4414,littlesis/Donation/Grant::1000 usd (Campaign Contribution),38001
259761,littlesis/Donation/Grant::4800 usd (Campaign Contribution),28503
4685682,wikidata/Education::,4184023
3171320,wikidata/Education::,29110
43528,littlesis/Donation/Grant::250 usd (Campaign Contribution),37925
37970,wikidata/Bachelor of Science,21865
4527895,wikidata/Education::,38412
5303294,wikidata/Education::,29155
2174602,wikidata/Ownership::,405433
7313807,wikidata/Education::,4184023
3417588,wikidata/Education::,38404
178011,littlesis/Generic::Recognizes as 'Clean Energy Champion',35111
49279,littlesis/Donation/Grant::5200 usd (Campaign Contribution),28371
3788,wikidata/Ownership:: (3% stake),21598
3157427,wikidata/Education::,29110
6375424,wikidata/Doctor of Philosophy,29175
994933,wikidata/Education::,2157382
3704006,wikidata/Education::,21865
3788,wikidata/Ownership:: (5% stake),364232
4343949,wikidata/Education::,29110
6329834,wikidata/Education::,38397
5332932,wikidata/Education::,7199570
3187192,wikidata/Education::,3121131
37952,littlesis/BA in Physics,38397
5491655,wikidata/Education::,29110
2315068,wikidata/Education::,29110
415677,littlesis/Donation/Grant::2300 usd (Campaign Contribution),28480
16634,littlesis/BA in Computer Science,38425
28950,wikidata/Education::,29223
826816,wikidata/Education::,38397
28337,wikidata/Education::,7188377
4300,littlesis/Donation/Grant::2300 usd (Campaign Contribution),28344
6379058,wikidata/Education::,29136
3115216,wikidata/Education::,3119713
6392830,wikidata/bachelor's degree (industrial relations),29110
3763,littlesis/Service/Transaction:: (Lobbying Client),29404
993111,wikidata/Doctor of Philosophy,2157382
7391969,wikidata/Education::,38425
3229767,wikidata/Education::,29156
4319162,wikidata/Education::,38404
825374,wikidata/Education::,29175
72919,littlesis/Social::old friend,158927
256329,littlesis/director,258267
3423671,wikidata/Education::,4211424
6230444,wikidata/Education::,29241
7608414,wikidata/Education::,29143
370358,littlesis/Donation/Grant::2000 usd (Campaign Contribution),28480
5221004,wikidata/Hierarchy::has subsidiary,4259688
7482181,wikidata/Master of Arts (political science),29148
957690,wikidata/Education::,29143
3158836,wikidata/Education::,29110
5866453,wikidata/Education::,29159
5241830,wikidata/Education::,3119713
2508931,wikidata/Education::,29110
29181,littlesis/Donation/Grant::4800 usd (Campaign Contribution),254890
7316688,wikidata/Master of Education,21865
4331538,wikidata/Education::,29159
2146386,wikidata/Education::,29175
28355,littlesis/BSBA,29110
3238817,wikidata/Education::,29156
4041,littlesis/Donation/Grant::1000 usd (Campaign Contribution),151237
7378523,wikidata/Education::,29136
873814,wikidata/Education::,29159
3401875,wikidata/Education::,4211424
4361953,wikidata/Education::,29110
362899,littlesis/Donation/Grant::500 usd (Campaign Contribution),38001
1538305,wikidata/Education::,416568
956791,wikidata/Education::,29110
4082,littlesis/Trustee,255296
7214557,wikidata/Education::,38475
2165795,wikidata/Education::,38397
962907,wikidata/Education::,29241
3264046,wikidata/Bachelor of Civil Law,6175003
2420627,wikidata/Education::,226145
5242032,wikidata/Education::,29155
363587,littlesis/Undergraduate in Political science/economics,29155
49279,littlesis/Donation/Grant::1000 usd (Campaign Contribution),28415
5746446,wikidata/Education::,21865
4551742,wikidata/Education::,29175
5980172,wikidata/Education::,38397
6207350,wikidata/Education::,7199570
6735000,wikidata/Doctor of Education,29110
4180554,wikidata/Education::,3119713
4238382,wikidata/Education::,3119713
413009,wikidata/Education::,4184023
3257036,wikidata/Education::,38397
5194629,wikidata/Education::,5213208
923991,wikidata/Education::,29110
37080,littlesis/Donation/Grant::1000 usd (Campaign Contribution),37983
7208127,wikidata/Education::,4184023
391321,littlesis/Donation/Grant::750 usd (Campaign Contribution),38214
7602997,wikidata/Doctor of Philosophy,29241
6328795,wikidata/Education::,38397
1033037,wikidata/master's degree,38425
7598845,wikidata/Education::,7199570
2944163,wikidata/Master of Public Policy,226145
7473508,wikidata/Education::,38535
6227439,wikidata/Education::,29156
535430,wikidata/Education::,29110
256070,littlesis/Donation/Grant::2000 usd (Campaign Contribution),49205
